Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,Yes,Non-Travel,1285,Human Resources,4,3,Life Sciences,1.0,693,3,Male,36,2,1,Manager,2,Married,3604,20090,6,Y,Yes,13,4,3,80,3,10,1,4,24,2,10,6
38,No,Non-Travel,1238,Sales,4,3,Life Sciences,1.0,694,3,Male,51,2,3,Healthcare Representative,3,Divorced,10078,14568,3,Y,No,24,3,2,80,2,16,0,1,35,6,14,9
23,No,Non-Travel,441,Sales,18,4,Medical,1.0,695,1,Female,96,4,4,Healthcare Representative,3,Divorced,9152,9969,9,Y,No,21,4,3,80,3,14,5,2,30,12,9,9
24,Yes,Travel_Rarely,304,Human Resources,16,1,Medical,1.0,696,2,Male,68,4,3,Sales Executive,4,Single,13540,12891,4,Y,Yes,11,4,4,80,3,29,4,3,1,15,4,12
45,Yes,Non-Travel,1106,Human Resources,13,2,Other,1.0,697,4,Female,88,4,1,Manufacturing Director,4,Married,18216,6252,1,Y,No,11,3,2,80,1,6,1,1,8,4,1,9
27,Yes,Travel_Frequently,1413,Human Resources,6,4,Human Resources,1.0,698,4,Male,39,3,4,Manufacturing Director,4,Married,2600,17068,2,Y,Yes,12,4,2,80,3,29,2,3,1,12,4,1
34,Yes,Travel_Frequently,146,Research & Development,2,3,Technical Degree,1.0,699,3,Male,36,3,2,Research Scientist,2,Single,19471,18694,0,Y,No,18,4,4,80,3,6,5,2,38,4,0,12
52,Yes,Travel_Rarely,1348,Research & Development,10,1,Other,1.0,700,3,Female,83,2,1,Research Scientist,1,Divorced,18925,18998,7,Y,Yes,18,4,3,80,1,25,2,1,4,15,2,0
58,No,Non-Travel,815,Human Resources,3,1,Technical Degree,1.0,701,3,Female,33,1,4,Manufacturing Director,2,Single,19512,8574,2,Y,No,13,4,4,80,0,19,3,2,10,2,11,11
53,Yes,Non-Travel,1179,Sales,6,3,Life Sciences,1.0,702,1,Male,35,1,2,Manufacturing Director,3,Single,6394,16763,5,Y,Yes,14,4,3,80,0,30,3,3,3,0,2,2
42,No,Travel_Rarely,576,Research & Development,28,4,Medical,1.0,703,1,Female,37,2,1,Sales Representative,3,Married,8620,23644,1,Y,Yes,21,4,2,80,0,0,0,4,0,16,12,7
36,Yes,Travel_Rarely,770,Research & Development,21,4,Marketing,1.0,704,1,Female,74,2,1,Healthcare Representative,1,Married,3120,18168,6,Y,No,11,4,4,80,2,15,1,3,8,14,3,4
53,No,Non-Travel,585,Human Resources,11,4,Marketing,1.0,705,3,Female,51,1,3,Sales Executive,1,Married,7490,11743,3,Y,No,16,3,4,80,2,25,2,3,23,14,7,11
20,No,Travel_Frequently,642,Research & Development,24,2,Human Resources,1.0,706,3,Female,37,1,3,Healthcare Representative,2,Married,14656,21107,0,Y,No,11,4,4,80,0,1,1,2,15,1,11,6
57,Yes,Travel_Rarely,984,Human Resources,17,2,Technical Degree,1.0,707,4,Female,88,4,1,Research Scientist,1,Married,18878,17594,7,Y,Yes,21,3,1,80,2,17,2,1,33,1,4,13
53,Yes,Non-Travel,145,Human Resources,19,3,Marketing,1.0,708,4,Male,84,3,2,Research Scientist,3,Single,4888,9328,7,Y,Yes,19,3,3,80,3,1,4,2,11,14,12,0
31,No,Non-Travel,428,Research & Development,25,2,Life Sciences,1.0,709,1,Male,83,3,3,Sales Executive,4,Single,13468,15076,4,Y,Yes,21,3,3,80,3,24,0,4,18,9,8,4
30,Yes,Travel_Frequently,781,Sales,11,4,Other,1.0,710,2,Female,74,1,4,Research Scientist,3,Single,10926,6337,3,Y,No,13,3,3,80,3,29,4,1,39,3,1,3
59,No,Travel_Rarely,197,Sales,20,1,Life Sciences,1.0,711,3,Male,58,4,1,Manufacturing Director,3,Married,17777,21892,8,Y,No,16,3,4,80,2,36,3,1,18,1,5,9
19,Yes,Travel_Rarely,826,Research & Development,10,3,Medical,1.0,712,3,Female,64,1,1,Manufacturing Director,1,Single,8877,12053,9,Y,Yes,12,4,1,80,0,16,3,3,0,7,8,6
56,No,Non-Travel,1010,Research & Development,16,4,Technical Degree,1.0,713,1,Male,67,4,4,Manufacturing Director,3,Single,5584,23491,8,Y,Yes,15,4,4,80,2,27,0,1,16,11,2,10
57,Yes,Non-Travel,1251,Human Resources,26,4,Human Resources,1.0,714,1,Female,84,3,3,Laboratory Technician,1,Single,18759,23552,9,Y,Yes,14,4,4,80,1,26,3,3,31,5,10,0
24,No,Non-Travel,862,Human Resources,20,3,Marketing,1.0,715,4,Male,82,3,3,Research Director,3,Single,8938,12532,5,Y,Yes,22,3,2,80,3,37,3,3,2,8,8,2
19,No,Travel_Frequently,1188,Human Resources,7,4,Life Sciences,1.0,716,4,Male,84,3,1,Research Director,1,Single,19762,20256,8,Y,Yes,21,4,3,80,3,10,4,2,1,17,9,6
43,Yes,Travel_Rarely,1162,Research & Development,18,1,Medical,1.0,717,4,Female,37,1,3,Research Director,2,Single,16224,6838,2,Y,Yes,13,3,3,80,0,7,4,1,14,8,1,14
29,No,Non-Travel,1017,Human Resources,3,3,Marketing,1.0,718,1,Male,31,2,1,Manager,4,Married,3073,18252,2,Y,Yes,13,3,4,80,2,4,0,2,23,7,5,6
53,No,Travel_Rarely,1270,Sales,4,4,Technical Degree,1.0,719,4,Male,96,3,3,Manufacturing Director,3,Single,17357,11453,3,Y,No,19,4,3,80,3,37,1,4,39,12,5,6
59,No,Travel_Rarely,285,Research & Development,21,3,Medical,1.0,720,3,Female,48,2,2,Manager,4,Single,14638,18052,5,Y,Yes,23,4,1,80,3,37,1,3,21,9,0,8
45,Yes,Non-Travel,850,Human Resources,10,1,Other,1.0,721,3,Female,40,1,2,Manufacturing Director,2,Married,17198,13142,0,Y,No,14,3,2,80,3,27,1,2,11,15,4,11
36,No,Non-Travel,1401,Human Resources,22,3,Technical Degree,1.0,722,4,Female,96,1,2,Research Scientist,3,Divorced,2919,11416,1,Y,Yes,21,3,2,80,3,16,2,3,22,5,4,1
27,No,Travel_Frequently,1455,Research & Development,6,3,Life Sciences,1.0,723,3,Male,49,4,3,Research Director,2,Married,19112,19247,9,Y,No,22,4,3,80,1,25,3,2,22,10,5,0
35,No,Travel_Rarely,274,Sales,24,3,Marketing,1.0,724,4,Male,79,2,3,Laboratory Technician,1,Married,11862,18844,4,Y,No,22,3,4,80,0,8,2,3,3,1,8,4
40,No,Non-Travel,117,Sales,25,1,Technical Degree,1.0,725,4,Male,40,4,4,Research Director,2,Married,19448,16449,5,Y,No,17,4,3,80,2,25,0,2,11,0,12,1
51,No,Travel_Frequently,1301,Sales,8,1,Other,1.0,726,3,Male,54,3,1,Sales Executive,2,Married,9562,21942,8,Y,No,24,3,3,80,1,19,2,1,34,14,0,10
46,Yes,Travel_Frequently,800,Research & Development,13,1,Medical,1.0,727,3,Female,39,2,3,Laboratory Technician,4,Single,8488,15671,7,Y,No,23,3,3,80,0,27,0,2,34,3,7,12
50,No,Travel_Frequently,156,Human Resources,28,3,Human Resources,1.0,728,2,Female,95,1,1,Manager,3,Divorced,7833,15959,3,Y,No,16,4,2,80,1,32,4,3,21,8,2,3
30,No,Non-Travel,820,Sales,3,4,Human Resources,1.0,729,3,Male,51,1,3,Sales Representative,2,Married,8942,8045,5,Y,Yes,20,4,3,80,0,6,0,3,7,1,6,2
34,Yes,Travel_Frequently,1230,Human Resources,18,4,Other,1.0,730,2,Male,75,3,3,Manufacturing Director,4,Single,12389,21245,5,Y,No,13,3,1,80,2,5,5,3,39,0,11,8
34,Yes,Non-Travel,1022,Human Resources,24,1,Life Sciences,1.0,731,2,Male,40,2,3,Manager,4,Divorced,2791,11428,2,Y,Yes,12,4,1,80,0,20,3,1,35,17,9,13
24,No,Travel_Frequently,1418,Human Resources,10,1,Other,1.0,732,4,Female,78,3,2,Laboratory Technician,1,Divorced,9292,14468,3,Y,No,19,4,2,80,0,32,1,3,3,13,3,0
56,No,Travel_Frequently,1339,Human Resources,27,4,Other,1.0,733,3,Female,98,4,4,Manufacturing Director,2,Divorced,6978,17480,1,Y,No,14,3,2,80,1,33,0,3,4,17,9,13
56,No,Travel_Frequently,500,Human Resources,18,2,Human Resources,1.0,734,1,Female,92,3,2,Manufacturing Director,1,Single,14338,13644,9,Y,Yes,19,4,4,80,2,31,0,4,24,10,14,7
20,Yes,Non-Travel,238,Human Resources,25,2,Human Resources,1.0,735,4,Male,38,1,4,Research Scientist,3,Married,10660,10631,0,Y,No,20,4,1,80,3,24,1,1,19,1,3,12
47,No,Travel_Rarely,547,Research & Development,5,4,Technical Degree,1.0,736,2,Female,83,3,3,Sales Executive,1,Single,17084,14018,8,Y,Yes,19,3,4,80,0,0,0,4,29,16,13,3
28,Yes,Travel_Rarely,283,Human Resources,10,4,Medical,1.0,737,3,Female,59,1,3,Research Director,4,Divorced,19270,20282,2,Y,No,24,3,2,80,2,14,1,3,7,7,5,10
23,No,Travel_Frequently,659,Research & Development,24,4,Technical Degree,1.0,738,2,Male,39,2,3,Research Director,3,Married,8119,6260,9,Y,Yes,22,4,4,80,0,31,2,4,28,15,6,11
54,No,Travel_Rarely,233,Sales,15,4,Medical,1.0,739,4,Female,41,3,4,Sales Representative,4,Married,16402,20836,6,Y,Yes,19,4,1,80,3,10,5,3,4,9,2,8
23,No,Travel_Rarely,791,Sales,14,2,Technical Degree,1.0,740,3,Male,55,1,3,Healthcare Representative,1,Married,3260,15814,0,Y,No,17,4,4,80,2,34,3,1,24,15,2,10
39,No,Travel_Frequently,305,Sales,21,4,Technical Degree,1.0,741,4,Female,62,4,2,Sales Executive,3,Married,9744,14545,4,Y,Yes,16,3,1,80,1,18,5,3,13,6,13,14
35,No,Non-Travel,459,Human Resources,12,2,Medical,1.0,742,3,Male,48,4,2,Sales Executive,4,Married,18661,9164,1,Y,Yes,21,4,3,80,3,9,2,1,31,8,11,4
21,No,Travel_Rarely,404,Research & Development,18,3,Human Resources,1.0,743,3,Male,84,3,2,Manager,4,Divorced,9131,22079,9,Y,Yes,22,3,3,80,3,39,0,1,3,9,1,12
18,Yes,Travel_Frequently,1216,Human Resources,21,1,Marketing,1.0,744,2,Male,37,1,2,Manufacturing Director,1,Married,2187,15673,5,Y,Yes,13,3,2,80,3,35,2,3,11,7,13,13
39,Yes,Travel_Frequently,622,Sales,14,4,Other,1.0,745,4,Female,92,4,4,Sales Representative,1,Single,12751,20672,1,Y,Yes,16,4,4,80,1,14,4,1,33,12,12,6
45,Yes,Non-Travel,1312,Research & Development,12,1,Other,1.0,746,4,Female,72,1,4,Sales Executive,3,Married,10669,16460,8,Y,Yes,23,4,4,80,2,37,3,3,2,2,2,10
55,No,Non-Travel,519,Research & Development,22,4,Other,1.0,747,2,Female,75,2,1,Sales Representative,1,Single,15932,11038,1,Y,No,21,3,1,80,3,10,5,2,21,9,10,4
40,No,Travel_Rarely,1347,Sales,11,4,Human Resources,1.0,748,2,Male,30,3,1,Laboratory Technician,1,Married,18204,13108,6,Y,Yes,12,3,3,80,1,37,5,1,0,2,11,8
46,Yes,Travel_Rarely,1196,Human Resources,17,4,Life Sciences,1.0,749,1,Male,89,1,2,Laboratory Technician,2,Married,8363,10325,8,Y,No,19,4,4,80,2,25,1,4,17,11,9,0
41,Yes,Travel_Frequently,244,Research & Development,15,4,Human Resources,1.0,750,1,Female,38,4,4,Research Scientist,3,Single,10171,14842,7,Y,No,20,3,3,80,0,22,1,4,38,4,6,1
19,No,Travel_Rarely,866,Sales,22,4,Human Resources,1.0,751,2,Female,83,1,4,Research Director,3,Married,17370,23488,0,Y,Yes,12,3,2,80,0,27,0,2,12,11,3,1
39,No,Travel_Frequently,345,Human Resources,11,2,Human Resources,1.0,752,4,Male,93,3,4,Manufacturing Director,3,Divorced,11965,16565,8,Y,Yes,16,4,1,80,3,11,4,2,6,7,1,0
32,Yes,Travel_Rarely,711,Human Resources,7,3,Life Sciences,1.0,753,2,Female,62,3,1,Manufacturing Director,4,Divorced,2560,17483,8,Y,Yes,21,3,4,80,0,30,0,3,36,15,11,1
56,Yes,Non-Travel,413,Sales,9,2,Medical,1.0,754,2,Male,99,1,1,Healthcare Representative,3,Single,15181,24031,0,Y,No,20,3,2,80,0,17,4,1,7,5,1,8
18,Yes,Non-Travel,158,Research & Development,27,2,Marketing,1.0,755,4,Female,78,4,4,Sales Representative,4,Single,6845,6600,4,Y,Yes,23,4,2,80,1,12,0,1,11,5,2,11
50,Yes,Travel_Rarely,175,Sales,28,1,Medical,1.0,756,4,Male,64,4,4,Sales Executive,2,Divorced,12952,24603,9,Y,No,23,4,1,80,0,39,5,3,2,7,0,11
30,Yes,Travel_Rarely,1319,Human Resources,3,1,Technical Degree,1.0,757,2,Male,59,2,3,Sales Executive,4,Married,19308,16440,5,Y,No,16,4,1,80,1,32,0,2,26,17,2,9
29,No,Travel_Frequently,480,Sales,24,4,Medical,1.0,758,2,Female,88,1,4,Sales Representative,3,Single,18678,11830,3,Y,Yes,15,4,1,80,0,39,1,2,19,10,4,9
44,Yes,Non-Travel,1473,Sales,15,3,Other,1.0,759,3,Female,98,3,3,Manufacturing Director,3,Single,12498,10106,0,Y,No,16,4,3,80,1,23,5,1,39,0,9,5
38,Yes,Non-Travel,932,Sales,15,1,Medical,1.0,760,3,Female,62,4,3,Manager,3,Single,12548,22635,6,Y,No,19,3,3,80,2,38,1,3,19,2,13,7
38,Yes,Travel_Rarely,1213,Research & Development,24,4,Medical,1.0,761,3,Female,43,2,4,Research Director,1,Divorced,2949,7051,6,Y,No,18,4,2,80,1,26,1,4,12,3,10,9
35,No,Non-Travel,950,Sales,22,3,Technical Degree,1.0,762,2,Male,30,2,4,Laboratory Technician,4,Divorced,9575,10047,3,Y,Yes,16,3,2,80,2,15,3,4,4,3,11,5
54,Yes,Non-Travel,1406,Research & Development,29,3,Other,1.0,763,1,Male,49,2,1,Research Scientist,4,Single,6465,19968,6,Y,Yes,17,3,2,80,0,10,3,2,1,10,13,9
45,No,Travel_Rarely,521,Research & Development,28,3,Marketing,1.0,764,1,Male,48,3,2,Research Director,4,Single,8142,15977,5,Y,No,13,4,3,80,0,18,2,1,25,0,3,11
45,Yes,Travel_Rarely,432,Human Resources,5,3,Medical,1.0,765,4,Female,98,2,3,Manufacturing Director,3,Single,19449,17759,1,Y,Yes,21,4,3,80,0,8,0,2,0,0,1,12
19,No,Non-Travel,763,Sales,14,4,Medical,1.0,766,4,Male,57,3,3,Research Director,3,Single,2388,22366,1,Y,Yes,19,4,2,80,0,34,3,2,23,2,14,5
53,No,Travel_Rarely,651,Research & Development,25,2,Human Resources,1.0,767,1,Male,72,4,2,Sales Representative,2,Married,15169,12371,2,Y,Yes,20,4,4,80,3,10,0,3,38,11,13,10
45,Yes,Travel_Frequently,826,Research & Development,27,4,Marketing,1.0,768,3,Female,34,3,1,Research Scientist,2,Married,3694,10237,3,Y,No,20,4,3,80,0,13,0,4,33,0,14,2
44,Yes,Travel_Frequently,1322,Research & Development,17,2,Marketing,1.0,769,3,Female,73,4,1,Sales Executive,2,Single,13571,18921,2,Y,No,22,3,3,80,0,24,2,2,31,4,2,1
43,Yes,Non-Travel,1062,Human Resources,11,1,Medical,1.0,770,2,Female,77,1,2,Research Scientist,1,Married,3240,14335,1,Y,Yes,24,4,1,80,3,38,3,1,21,0,5,0
59,No,Non-Travel,121,Sales,3,3,Technical Degree,1.0,771,1,Male,86,3,4,Laboratory Technician,3,Single,6933,22015,0,Y,No,24,4,3,80,3,23,5,1,14,1,3,0
52,Yes,Travel_Rarely,982,Human Resources,13,4,Human Resources,1.0,772,4,Female,38,3,3,Research Scientist,4,Married,19162,15999,2,Y,Yes,20,3,2,80,3,27,4,1,39,2,1,11
49,No,Non-Travel,324,Sales,25,1,Human Resources,1.0,773,3,Female,51,3,4,Healthcare Representative,2,Married,6148,5228,7,Y,Yes,20,3,3,80,0,17,4,3,26,5,13,0
32,No,Travel_Rarely,191,Research & Development,17,4,Human Resources,1.0,774,2,Female,89,2,1,Manufacturing Director,2,Married,10560,10092,0,Y,No,13,3,4,80,1,21,3,2,19,16,1,11
59,No,Travel_Frequently,454,Research & Development,22,3,Human Resources,1.0,775,1,Male,86,2,3,Healthcare Representative,4,Divorced,14883,9533,2,Y,Yes,16,3,3,80,1,16,1,4,14,0,3,0
37,No,Non-Travel,208,Human Resources,17,2,Technical Degree,1.0,776,4,Male,62,1,3,Research Director,3,Married,5272,6532,5,Y,Yes,13,4,3,80,2,23,5,4,19,9,11,9
20,Yes,Non-Travel,1454,Research & Development,28,1,Technical Degree,1.0,777,3,Male,88,1,4,Healthcare Representative,3,Married,18441,21136,3,Y,No,19,3,4,80,1,14,0,4,4,11,1,2
27,No,Travel_Frequently,1089,Human Resources,14,3,Marketing,1.0,778,1,Male,91,3,3,Research Scientist,2,Single,19463,13938,2,Y,No,13,4,2,80,0,33,5,4,27,3,12,10
34,Yes,Travel_Rarely,757,Human Resources,23,1,Technical Degree,1.0,779,3,Male,90,4,4,Healthcare Representative,4,Divorced,9157,9553,7,Y,No,14,4,2,80,0,1,2,3,13,8,13,2
31,No,Travel_Frequently,615,Sales,20,3,Other,1.0,780,2,Female,45,2,3,Manufacturing Director,4,Single,17404,7198,0,Y,Yes,24,4,4,80,2,27,5,2,32,7,0,13
46,No,Non-Travel,150,Human Resources,29,3,Other,1.0,781,4,Female,70,2,3,Manager,1,Divorced,10097,7678,4,Y,Yes,20,4,4,80,2,13,0,4,0,11,1,8
18,Yes,Travel_Frequently,109,Research & Development,29,2,Marketing,1.0,782,4,Female,89,2,4,Manager,2,Single,16218,20682,2,Y,Yes,16,3,1,80,3,26,1,2,13,9,14,4
40,No,Travel_Frequently,1170,Research & Development,19,3,Marketing,1.0,783,4,Female,33,1,4,Sales Executive,4,Divorced,19289,15411,6,Y,Yes,17,4,2,80,2,30,3,4,27,1,5,7
39,Yes,Non-Travel,960,Human Resources,1,3,Human Resources,1.0,784,4,Male,62,2,1,Research Scientist,3,Divorced,5331,9415,5,Y,No,20,4,2,80,2,9,2,4,34,9,10,1
53,Yes,Travel_Frequently,1452,Research & Development,29,4,Life Sciences,1.0,785,2,Male,94,2,3,Research Director,1,Divorced,8279,23148,1,Y,No,23,3,2,80,2,29,4,4,0,7,4,8
31,No,Travel_Frequently,923,Research & Development,20,2,Technical Degree,1.0,786,4,Female,46,4,3,Manufacturing Director,4,Married,18887,10266,2,Y,No,12,4,4,80,1,10,2,1,9,4,9,8
53,Yes,Non-Travel,1489,Human Resources,17,1,Human Resources,1.0,787,2,Female,31,3,3,Healthcare Representative,2,Single,6229,5769,0,Y,Yes,11,3,2,80,2,24,2,2,24,1,3,10
41,Yes,Non-Travel,554,Human Resources,6,2,Human Resources,1.0,788,3,Female,67,1,2,Healthcare Representative,1,Divorced,5915,11511,7,Y,No,23,3,2,80,3,34,4,3,31,14,13,5
24,No,Travel_Frequently,1125,Sales,15,4,Life Sciences,1.0,789,2,Female,82,4,3,Research Scientist,4,Single,5758,22221,4,Y,Yes,18,3,4,80,0,16,3,4,3,6,5,5
56,Yes,Non-Travel,731,Sales,20,2,Other,1.0,790,4,Male,41,3,4,Sales Executive,4,Divorced,10504,17423,5,Y,Yes,14,4,2,80,2,10,4,2,37,9,0,6
39,Yes,Travel_Rarely,1431,Research & Development,16,3,Technical Degree,1.0,791,3,Female,56,3,2,Healthcare Representative,1,Single,13999,23327,2,Y,Yes,22,4,3,80,3,0,5,2,4,14,12,10
27,No,Travel_Rarely,742,Sales,11,3,Human Resources,1.0,792,1,Female,86,1,2,Healthcare Representative,1,Married,7280,17818,0,Y,Yes,16,3,1,80,1,24,4,4,8,16,0,0
39,No,Travel_Frequently,1317,Sales,8,4,Technical Degree,1.0,793,4,Female,49,2,4,Sales Executive,2,Married,12305,21228,0,Y,No,23,4,2,80,2,12,0,1,30,6,0,3
26,No,Travel_Rarely,1307,Human Resources,26,2,Medical,1.0,794,2,Male,60,4,4,Research Scientist,4,Married,9348,11759,6,Y,No,16,3,4,80,0,4,5,2,12,14,13,6
21,Yes,Travel_Rarely,454,Human Resources,3,1,Life Sciences,1.0,795,4,Female,50,2,1,Laboratory Technician,2,Divorced,19459,23514,1,Y,Yes,15,3,3,80,1,27,2,4,1,11,3,11
50,No,Travel_Frequently,1148,Human Resources,17,4,Marketing,1.0,796,4,Male,91,4,4,Sales Executive,1,Divorced,2800,5828,9,Y,No,23,4,2,80,3,5,5,1,12,2,4,0
42,No,Travel_Rarely,1367,Human Resources,25,1,Human Resources,1.0,797,2,Female,63,2,2,Research Scientist,1,Single,5864,11552,6,Y,No,12,4,4,80,1,28,3,4,21,6,7,6
47,No,Non-Travel,585,Sales,25,4,Other,1.0,798,3,Male,51,1,2,Manager,1,Single,17772,9603,0,Y,Yes,19,3,2,80,3,9,2,2,9,1,13,8
45,Yes,Travel_Frequently,611,Human Resources,21,1,Marketing,1.0,799,4,Female,98,2,2,Manufacturing Director,3,Single,7395,23762,3,Y,Yes,21,3,2,80,0,18,2,4,22,13,13,10
18,Yes,Non-Travel,1303,Research & Development,29,2,Marketing,1.0,800,1,Male,52,2,3,Healthcare Representative,4,Married,17787,11233,6,Y,Yes,12,4,2,80,2,31,2,1,35,16,5,6
32,No,Travel_Frequently,199,Sales,22,1,Medical,1.0,801,4,Male,75,1,4,Sales Representative,2,Divorced,3615,9630,8,Y,Yes,16,4,2,80,3,1,1,3,15,11,10,9
19,No,Non-Travel,253,Research & Development,1,1,Human Resources,1.0,802,1,Female,38,2,2,Manager,2,Married,15264,20761,7,Y,No,21,4,4,80,0,7,0,4,0,13,9,5
33,Yes,Travel_Frequently,1206,Human Resources,1,3,Marketing,1.0,803,1,Male,30,4,3,Sales Representative,2,Single,16260,24169,8,Y,No,12,4,1,80,2,37,3,1,14,9,12,13
55,Yes,Travel_Rarely,935,Research & Development,4,1,Marketing,1.0,804,2,Female,44,1,3,Manufacturing Director,3,Single,8752,9980,0,Y,Yes,21,4,3,80,1,7,4,2,14,1,8,11
46,Yes,Travel_Frequently,348,Sales,25,1,Medical,1.0,805,1,Male,63,2,3,Manufacturing Director,3,Married,11652,14007,9,Y,Yes,15,4,4,80,1,18,1,4,23,1,11,13
52,Yes,Non-Travel,590,Sales,5,4,Medical,1.0,806,3,Female,51,1,2,Manufacturing Director,1,Divorced,7545,20588,5,Y,No,22,4,4,80,1,0,2,4,9,6,3,5
20,Yes,Non-Travel,629,Research & Development,7,2,Human Resources,1.0,807,2,Female,34,2,2,Manager,4,Divorced,12436,20256,1,Y,No,24,4,1,80,0,20,0,2,25,12,0,2
32,Yes,Non-Travel,1161,Sales,16,4,Marketing,1.0,808,1,Male,40,3,4,Healthcare Representative,4,Divorced,18454,5206,2,Y,Yes,23,4,3,80,0,39,4,4,17,4,7,5
26,No,Non-Travel,1239,Human Resources,4,2,Other,1.0,809,3,Male,56,4,1,Manager,2,Divorced,13695,17199,3,Y,Yes,18,3,2,80,3,10,0,4,32,12,14,5
31,No,Travel_Rarely,736,Research & Development,2,3,Life Sciences,1.0,810,3,Female,33,4,3,Manager,2,Single,12448,22137,0,Y,No,12,3,4,80,3,16,3,2,15,16,7,14
43,No,Non-Travel,403,Human Resources,17,4,Medical,1.0,811,3,Female,84,1,2,Manufacturing Director,3,Divorced,5899,9146,9,Y,No,14,3,4,80,0,12,1,3,23,11,8,4
55,Yes,Travel_Frequently,414,Human Resources,1,4,Human Resources,1.0,812,2,Male,78,3,2,Research Scientist,2,Married,5197,13402,7,Y,No,15,4,3,80,1,16,0,3,37,9,13,12
21,No,Travel_Rarely,644,Research & Development,29,1,Marketing,1.0,813,2,Male,31,3,2,Manager,1,Divorced,3107,9512,0,Y,No,13,4,1,80,2,21,1,3,12,16,7,10
58,No,Travel_Rarely,473,Research & Development,11,3,Technical Degree,1.0,814,4,Male,63,2,2,Research Scientist,1,Single,2691,6314,3,Y,Yes,22,4,4,80,2,26,4,2,1,7,13,14
47,Yes,Travel_Rarely,1392,Human Resources,6,2,Human Resources,1.0,815,3,Female,62,1,1,Research Scientist,3,Single,11540,14387,8,Y,Yes,20,4,1,80,1,25,5,1,22,12,13,3
28,No,Travel_Rarely,352,Sales,16,4,Marketing,1.0,816,4,Male,60,4,4,Laboratory Technician,3,Married,2094,23037,6,Y,No,15,3,1,80,2,21,5,4,38,6,8,11
37,No,Travel_Frequently,161,Sales,16,2,Other,1.0,817,2,Female,58,2,1,Healthcare Representative,1,Divorced,2913,9929,7,Y,Yes,18,3,4,80,1,4,0,2,2,0,12,14
23,Yes,Travel_Frequently,1164,Human Resources,28,3,Human Resources,1.0,818,1,Male,31,2,1,Sales Representative,4,Married,18561,8593,7,Y,No,13,3,3,80,2,32,0,3,4,9,1,14
21,No,Non-Travel,200,Human Resources,17,1,Life Sciences,1.0,819,3,Male,42,1,4,Manufacturing Director,3,Divorced,17246,10644,3,Y,Yes,16,4,4,80,1,31,2,3,34,6,0,9
40,No,Travel_Rarely,1377,Human Resources,26,1,Medical,1.0,820,4,Female,76,3,2,Laboratory Technician,3,Single,2541,20888,4,Y,No,21,3,2,80,0,21,5,1,39,13,7,3
33,Yes,Travel_Frequently,673,Human Resources,12,3,Technical Degree,1.0,821,3,Male,92,4,4,Healthcare Representative,3,Single,15229,20834,2,Y,No,23,4,2,80,2,26,3,1,30,7,8,0
37,Yes,Non-Travel,1204,Sales,28,2,Medical,1.0,822,2,Female,48,2,3,Sales Executive,2,Single,16362,21020,4,Y,No,23,3,2,80,3,12,1,2,22,14,10,14
41,Yes,Travel_Rarely,389,Research & Development,26,2,Medical,1.0,823,4,Male,75,2,1,Manufacturing Director,4,Single,15798,20780,7,Y,No,21,4,2,80,2,2,3,2,32,1,12,7
36,No,Non-Travel,816,Research & Development,6,4,Medical,1.0,824,3,Male,93,2,2,Research Director,2,Single,7811,22184,8,Y,No,19,3,3,80,0,14,1,2,35,14,0,10
58,No,Non-Travel,1038,Human Resources,23,3,Other,1.0,825,4,Male,93,4,1,Research Scientist,3,Single,18267,19865,7,Y,Yes,22,3,4,80,1,32,5,3,0,2,8,8
47,No,Travel_Frequently,490,Sales,3,4,Marketing,1.0,826,3,Female,45,3,3,Healthcare Representative,3,Single,13526,21726,2,Y,No,24,3,4,80,0,10,3,2,27,2,14,10
59,No,Non-Travel,919,Research & Development,26,4,Life Sciences,1.0,827,3,Male,84,4,2,Sales Executive,4,Single,11944,14758,0,Y,Yes,15,3,3,80,0,21,5,1,36,14,13,6
29,No,Non-Travel,957,Human Resources,9,2,Technical Degree,1.0,828,2,Male,33,1,1,Laboratory Technician,3,Single,2558,14045,7,Y,Yes,12,4,2,80,2,3,3,4,38,9,6,13
34,No,Travel_Frequently,188,Human Resources,20,1,Other,1.0,829,3,Male,76,3,3,Research Director,4,Divorced,2221,7574,4,Y,Yes,11,4,3,80,3,2,3,3,20,6,8,7
43,No,Travel_Frequently,214,Human Resources,10,2,Other,1.0,830,4,Female,33,2,4,Sales Representative,2,Divorced,16615,12150,3,Y,Yes,18,4,1,80,2,10,1,3,37,5,1,5
27,No,Travel_Rarely,1227,Sales,23,4,Human Resources,1.0,831,2,Male,67,1,2,Sales Executive,2,Married,18947,17728,5,Y,Yes,15,3,1,80,1,25,5,1,36,0,2,6
